lead_id,company_size,industry,location,annual_revenue_lkr,engagement_score,contact_level,demo_requested,model_probability,lead_score,priority,pipeline_stage,converted,action_recommendation
LEAD_0770,Large,Healthcare,Negombo,389288945,43,Employee,No,59.67343352300804,54.05,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0771,Medium,Manufacturing,Galle,78395898,26,Employee,No,26.08639251551978,27.8,LOW,New,0,Nurture campaign - email sequence
LEAD_0772,Medium,Tourism,Jaffna,75211072,100,C-Level,Yes,86.55080727272305,81.58,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0773,Large,Tourism,Jaffna,748667654,100,Employee,Yes,95.35231811357517,81.76,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0774,Small,Finance,Colombo,21147739,100,Manager,No,43.4540458630573,55.64,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0775,Medium,Education,Kurunegala,47289982,92,Employee,Yes,92.10731598917364,76.72,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0776,Medium,Tourism,Kandy,127144861,100,Manager,Yes,89.62167841318625,80.43,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0777,Large,Finance,Negombo,733922650,62,C-Level,No,84.9402709991623,77.52,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0778,Large,Healthcare,Anuradhapura,460593463,91,C-Level,Yes,95.54695227691649,88.07,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0779,Medium,Retail,Matara,51773187,43,Manager,Yes,50.24814531158278,46.43,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0780,Large,Education,Kandy,606340865,63,Manager,No,77.61095227651607,68.65,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0781,Small,Manufacturing,Galle,24687620,100,Manager,Yes,73.50598665175288,69.98,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0782,Small,Retail,Kandy,7034213,97,C-Level,No,71.97740380424034,72.66,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0783,Large,Finance,Kandy,200356878,100,C-Level,Yes,98.08118829286204,87.9,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0784,Large,IT/Software,Negombo,257483470,92,Manager,No,90.88636793179155,80.51,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0785,Large,IT/Software,Kurunegala,328534705,45,Employee,No,65.5606288708684,53.01,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0786,Medium,Manufacturing,Galle,43497992,54,Employee,No,35.869470677292135,39.99,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0787,Medium,Tourism,Negombo,74271549,92,Employee,Yes,89.07356760637991,75.33,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0788,Small,Retail,Matara,10812395,62,Manager,No,44.09007795753566,48.04,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0789,Large,IT/Software,Galle,757791000,76,Employee,Yes,89.47962793665279,73.04,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0790,Large,Agriculture,Galle,350059607,100,Manager,Yes,93.08956228123644,84.89,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0791,Small,Tourism,Kurunegala,4466431,95,C-Level,No,61.08529357141946,68.66,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0792,Medium,Finance,Kandy,25432179,100,C-Level,No,85.38005123894125,81.6,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0793,Medium,Tourism,Matara,100212084,84,C-Level,No,80.18941450776906,76.42,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0794,Large,Retail,Negombo,263489805,62,Employee,Yes,89.58122536469641,67.07,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0795,Small,Agriculture,Matara,19739398,37,Manager,No,33.745243644569435,35.57,LOW,New,0,Nurture campaign - email sequence
LEAD_0796,Small,Education,Colombo,6597454,100,C-Level,Yes,89.03447339540658,81.58,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0797,Small,Healthcare,Galle,4782682,100,Employee,No,38.17351601539296,49.73,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0798,Medium,IT/Software,Jaffna,53369762,65,Employee,Yes,68.11424138015072,57.16,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0799,Medium,Healthcare,Colombo,135162736,100,C-Level,Yes,93.62271304967764,87.07,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0800,Large,Manufacturing,Jaffna,987298467,61,Manager,No,86.66856864870785,69.41,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0801,Small,Healthcare,Kurunegala,5270933,92,Manager,Yes,78.60656682251401,72.63,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0802,Small,Agriculture,Anuradhapura,6512381,100,Manager,Yes,77.9758886351829,72.51,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0803,Medium,Agriculture,Galle,54557562,77,Manager,No,56.2262744067894,59.55,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0804,Large,Agriculture,Galle,247442556,54,C-Level,No,77.33506316416725,71.09,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0805,Large,Tourism,Negombo,559745316,100,Employee,Yes,88.37692345528421,83.18,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0806,Medium,IT/Software,Kurunegala,65990754,100,C-Level,Yes,95.40437911571298,88.83,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0807,Medium,Education,Colombo,44538324,88,Employee,No,65.1141708375387,61.11,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0808,Large,Tourism,Colombo,798315663,52,C-Level,No,90.69486856689848,73.56,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0809,Medium,Education,Jaffna,95306693,100,Manager,Yes,92.4318525969882,81.8,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0810,Medium,Manufacturing,Matara,50595112,27,Employee,Yes,21.539028775333723,27.24,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0811,Small,IT/Software,Kandy,17189692,100,C-Level,No,64.43439653035877,68.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0812,Large,Tourism,Colombo,303513651,100,Manager,Yes,94.90021612297976,84.28,HIGH,Demo/Trial,0,URGENT: Follow up on demo request immediately
LEAD_0813,Large,Manufacturing,Matara,711174495,74,Employee,No,58.49224445115316,61.86,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0814,Large,Tourism,Jaffna,308034545,100,Manager,Yes,81.39818972608236,81.9,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0815,Large,Tourism,Kandy,783761705,83,C-Level,Yes,98.16763208552644,84.53,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0816,Large,Healthcare,Matara,780214147,55,Employee,No,86.38974499151922,64.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0817,Small,Education,Anuradhapura,20665607,83,Manager,No,53.00900959816239,55.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0818,Large,Healthcare,Negombo,334707176,100,Manager,No,85.04684432264588,83.53,HIGH,Converted,1,PRIORITY: Initiate contact within 24 hours
LEAD_0819,Large,Tourism,Negombo,625356171,89,Manager,No,76.96131174056931,77.54,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0820,Large,IT/Software,Colombo,376143423,86,Employee,No,59.87146122864384,63.9,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0821,Small,Manufacturing,Negombo,10667635,100,C-Level,No,75.41616006133833,74.4,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0822,Medium,Finance,Negombo,88883074,58,Manager,Yes,73.84390118327802,62.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0823,Medium,Retail,Galle,119480336,89,C-Level,No,86.01985142204971,78.38,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0824,Large,Agriculture,Kandy,572219833,80,Manager,Yes,92.40418114278197,80.08,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0825,Medium,Tourism,Anuradhapura,130691487,53,Manager,No,55.61440994159188,49.45,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0826,Small,Finance,Negombo,24129747,100,Manager,No,56.77971240192991,62.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0827,Large,Manufacturing,Kurunegala,641762521,80,Employee,No,86.17628068738918,70.08,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0828,Medium,Agriculture,Kandy,64517839,100,Employee,Yes,78.58987242142796,73.85,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0829,Large,Healthcare,Galle,316298542,100,Employee,Yes,91.62155230668648,82.6,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0830,Medium,Education,Kandy,98311854,79,Manager,Yes,87.12849707024132,74.97,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0831,Medium,Tourism,Galle,37213489,100,C-Level,Yes,84.4520830048688,83.83,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0832,Small,Finance,Kandy,20485918,100,C-Level,No,54.955140224050815,65.57,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0833,Large,Education,Negombo,809652522,100,Manager,Yes,96.22664525006104,89.71,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0834,Medium,Agriculture,Matara,46160701,58,Manager,No,64.80054472196476,57.09,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0835,Small,Retail,Negombo,5327404,100,Manager,Yes,77.7811315695029,73.61,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0836,Medium,Manufacturing,Negombo,146751683,67,C-Level,No,78.3537179964312,72.03,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0837,Medium,Manufacturing,Negombo,44042475,79,Employee,No,70.88870983987889,60.82,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0838,Large,Tourism,Kurunegala,245978117,40,Employee,No,66.96371592329292,53.48,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0839,Large,Tourism,Kurunegala,298706041,82,Manager,No,81.82210193346954,76.29,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0840,Large,Healthcare,Matara,948139459,86,Employee,No,68.48240439684338,68.98,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0841,Large,Retail,Anuradhapura,845266507,65,Employee,No,44.53742304140025,51.37,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0842,Medium,IT/Software,Colombo,119649393,84,Manager,No,59.34411757270216,62.55,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0843,Large,Healthcare,Colombo,237417813,55,Manager,No,71.68910685925786,63.58,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0844,Small,Tourism,Matara,12026731,37,Manager,No,27.137656706332223,32.67,LOW,New,0,Nurture campaign - email sequence
LEAD_0845,Medium,IT/Software,Jaffna,133285025,92,Manager,Yes,91.9996147199501,78.07,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0846,Medium,IT/Software,Anuradhapura,99112765,89,C-Level,No,70.7679419251213,74.25,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0847,Small,Finance,Anuradhapura,9185365,73,Employee,No,27.58274602147016,39.12,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0848,Large,Retail,Galle,972714565,87,C-Level,No,95.8958423644998,83.83,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0849,Small,Tourism,Galle,17758798,79,Employee,No,37.14677848115377,44.92,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0850,Large,Finance,Kandy,346996125,80,C-Level,Yes,95.96398776986028,84.4,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0851,Medium,Manufacturing,Kurunegala,42036523,79,Employee,No,59.709348308465714,57.68,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0852,Small,Education,Negombo,18757828,100,Employee,Yes,87.30857982951413,74.34,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0853,Small,Education,Jaffna,15984492,100,C-Level,Yes,87.18608618785,82.91,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0854,Small,Tourism,Jaffna,7977328,71,Manager,No,40.09647306700025,46.31,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0855,Large,Education,Jaffna,950448705,99,Employee,No,82.39095639639264,76.34,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0856,Small,Agriculture,Jaffna,17098655,73,Manager,No,43.31765359971961,48.61,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0857,Small,Healthcare,Colombo,18426869,83,C-Level,Yes,84.93173795727952,75.79,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0858,Small,Finance,Jaffna,19620019,100,Manager,Yes,74.34940154678725,71.65,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0859,Large,Education,Kandy,750328520,34,Employee,No,65.18007706839512,52.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0860,Medium,Agriculture,Colombo,142519567,65,Employee,Yes,73.04594381267144,58.7,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0861,Large,Manufacturing,Kurunegala,338661973,62,Manager,Yes,67.74307440116374,66.4,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0862,Medium,Manufacturing,Kurunegala,90367048,50,Manager,No,47.58598545586597,48.34,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0863,Large,IT/Software,Jaffna,854960903,75,Employee,Yes,92.1525192902589,72.04,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0864,Small,Agriculture,Colombo,8748817,70,Manager,Yes,53.98878141199533,53.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0865,Medium,Agriculture,Matara,113527885,28,Manager,No,48.18456218740532,43.22,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0866,Medium,Healthcare,Galle,49292904,66,Manager,No,69.82286821280778,59.76,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0867,Large,Tourism,Galle,407381161,100,C-Level,No,81.36907134481879,85.4,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0868,Small,Education,Matara,21395546,100,Employee,Yes,81.26949115160406,72.99,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0869,Medium,Agriculture,Anuradhapura,50531809,100,C-Level,Yes,94.6115018483306,86.67,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0870,Medium,Healthcare,Jaffna,27600710,100,Manager,Yes,85.59783190898489,79.88,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0871,Small,Healthcare,Kandy,22205183,47,Employee,No,30.236709689327,33.61,LOW,New,0,Nurture campaign - email sequence
LEAD_0872,Medium,Agriculture,Kandy,112851560,100,Manager,Yes,93.93079251171976,81.04,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0873,Large,Education,Jaffna,884436030,100,Manager,No,91.0775866199853,82.44,HIGH,Converted,1,PRIORITY: Initiate contact within 24 hours
LEAD_0874,Small,IT/Software,Anuradhapura,14941016,84,Manager,Yes,69.64720409205744,65.52,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0875,Small,IT/Software,Negombo,15521462,100,C-Level,No,75.99420435485644,75.54,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0876,Large,Agriculture,Kandy,820494246,72,C-Level,No,93.09440362633038,81.54,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0877,Medium,Manufacturing,Kandy,117920111,45,Employee,No,37.07890485755602,39.39,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0878,Large,Education,Colombo,438579964,67,C-Level,No,88.67910482275776,76.72,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0879,Small,Manufacturing,Galle,6945567,38,Employee,Yes,13.975994619530251,23.59,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0880,Small,Agriculture,Galle,4221499,100,C-Level,No,63.07180876165516,70.31,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0881,Medium,Education,Kandy,80883455,100,C-Level,No,81.03829624875229,82.09,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0882,Large,IT/Software,Kandy,863649502,86,Employee,No,87.63381163367305,74.03,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0883,Small,Tourism,Kandy,9103701,74,Manager,Yes,59.580405180917104,58.78,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0884,Medium,Retail,Negombo,111056901,31,Manager,No,41.80767676923764,40.6,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0885,Medium,Manufacturing,Galle,136324259,96,C-Level,No,81.31117252712757,79.58,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0886,Large,Education,Kurunegala,974792945,60,C-Level,No,93.5986478227105,76.89,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0887,Large,Retail,Anuradhapura,640569576,76,Employee,Yes,78.5022098093947,71.22,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0888,Large,Finance,Matara,733851044,85,Manager,No,77.15260577445576,75.82,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0889,Large,Education,Matara,394942241,100,C-Level,No,96.67075853414144,87.72,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0890,Large,Manufacturing,Galle,886071702,100,Manager,No,64.61941154744649,74.0,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0891,Small,IT/Software,Jaffna,23554745,100,Employee,Yes,76.21840140576842,69.72,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0892,Large,IT/Software,Kandy,597217604,40,Manager,No,86.20155238828846,63.1,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0893,Large,Healthcare,Kurunegala,687063892,100,C-Level,Yes,97.69036363926683,92.56,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0894,Large,Agriculture,Jaffna,822753080,70,Manager,No,83.2157754802521,72.9,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0895,Medium,Manufacturing,Kandy,42789475,41,Manager,No,52.53500406364186,46.54,LOW,New,0,Nurture campaign - email sequence
LEAD_0896,Large,Healthcare,Anuradhapura,394482042,91,C-Level,Yes,97.3304952468624,86.85,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0897,Large,Retail,Matara,923786397,66,C-Level,No,89.2951417230921,79.23,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0898,Small,Education,Colombo,6781735,83,Employee,Yes,57.12403546606936,56.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0899,Medium,Healthcare,Matara,88079925,91,Employee,Yes,89.75221091435616,75.27,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0900,Medium,Finance,Matara,96202574,70,C-Level,No,81.39754037745297,71.59,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0901,Large,Manufacturing,Matara,515497010,75,Employee,No,74.34009869572844,66.63,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0902,Medium,Education,Anuradhapura,68964998,78,Manager,No,57.80527009350885,60.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0903,Small,Manufacturing,Anuradhapura,12995299,54,C-Level,No,41.729241143382886,47.77,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0904,Large,Retail,Anuradhapura,679271082,99,Employee,Yes,92.08195461183846,82.09,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0905,Medium,Education,Kurunegala,88234525,69,Employee,No,54.03846165252849,53.27,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0906,Large,Tourism,Galle,511228376,70,C-Level,No,90.50870580821402,77.83,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0907,Large,IT/Software,Kandy,805265349,17,Employee,No,58.07518458860142,42.58,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0908,Large,Retail,Kandy,586028943,93,Manager,No,90.03182604912845,78.06,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0909,Medium,IT/Software,Kandy,109509366,95,Manager,Yes,89.71916914756477,79.32,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0910,Large,Education,Matara,480137261,56,C-Level,No,83.89590137854101,75.16,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0911,Medium,IT/Software,Colombo,61479819,14,Employee,No,22.804657388669263,23.31,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0912,Large,IT/Software,Anuradhapura,808577860,88,C-Level,No,88.1116388863282,83.65,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0913,Medium,Education,Jaffna,26401235,65,Manager,No,58.35682886350512,54.69,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0914,Small,Tourism,Matara,10288489,39,Employee,No,31.29969263127757,30.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0915,Medium,Agriculture,Negombo,99728882,40,Manager,No,52.934857074644725,48.07,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0916,Small,Manufacturing,Matara,7152542,100,C-Level,No,71.97291130231683,74.17,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0917,Medium,Finance,Negombo,108673803,68,Employee,No,73.15935404175175,60.35,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0918,Small,Agriculture,Colombo,9318090,98,C-Level,Yes,92.6396808370908,82.63,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0919,Large,Agriculture,Negombo,951642745,100,C-Level,No,89.8847440632384,88.01,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0920,Large,Tourism,Anuradhapura,788666913,100,Manager,Yes,94.25544990755964,83.5,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0921,Medium,IT/Software,Colombo,93304738,100,C-Level,Yes,90.56665599019334,87.01,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0922,Small,Manufacturing,Colombo,19652166,61,Employee,No,30.507317912166805,36.31,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0923,Large,Retail,Kandy,824796978,98,C-Level,Yes,99.1154387329748,89.64,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0924,Small,IT/Software,Kurunegala,2293526,98,Employee,Yes,84.81465397174321,72.47,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0925,Large,Healthcare,Jaffna,258008729,97,Manager,Yes,96.82767967383988,84.33,HIGH,Demo/Trial,0,URGENT: Follow up on demo request immediately
LEAD_0926,Medium,IT/Software,Matara,121280885,78,Employee,No,65.87355742795344,59.59,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0927,Large,IT/Software,Matara,484014395,80,Employee,No,67.45165036786986,67.89,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0928,Medium,Education,Colombo,98575670,94,Employee,Yes,86.91889178554669,74.35,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0929,Medium,Finance,Jaffna,76500616,100,Employee,Yes,87.71478789257651,74.57,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0930,Large,Agriculture,Anuradhapura,956598240,100,C-Level,No,88.73564125878653,87.12,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0931,Large,Healthcare,Galle,475623962,77,Manager,Yes,92.42063647243695,77.71,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0932,Large,Education,Kurunegala,203975985,100,Manager,Yes,94.15684883890457,87.46,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0933,Medium,Retail,Kandy,59664717,11,Employee,No,37.6023003665063,26.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0934,Small,Tourism,Matara,6933742,100,C-Level,Yes,89.84253182713162,82.95,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0935,Medium,Manufacturing,Negombo,125810012,25,Employee,No,43.39863679542314,34.63,LOW,New,0,Nurture campaign - email sequence
LEAD_0936,Medium,Education,Colombo,36096146,100,C-Level,No,82.05237872741773,79.37,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0937,Small,Healthcare,Galle,5757635,86,Employee,Yes,72.69421064839578,63.9,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0938,Small,Education,Jaffna,15465049,78,Manager,No,46.43175114771391,51.15,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0939,Large,Agriculture,Negombo,318355728,100,C-Level,No,89.41466345591242,88.93,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0940,Small,Education,Negombo,14601508,61,C-Level,No,64.14736200757632,61.23,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0941,Large,Manufacturing,Matara,694581445,81,Employee,No,79.03905025342203,70.78,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0942,Medium,Agriculture,Negombo,105788135,72,Manager,No,78.37677720865655,66.82,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0943,Large,Retail,Kandy,198430803,68,Manager,No,75.38629320685877,67.15,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0944,Medium,Education,Galle,109187259,62,Employee,Yes,55.69901198397955,53.07,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0945,Large,Retail,Kandy,242655194,100,C-Level,Yes,95.05451490303363,92.28,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0946,Small,Healthcare,Jaffna,15910970,61,Manager,Yes,48.41268842023263,48.31,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0947,Small,Manufacturing,Jaffna,6008546,96,C-Level,No,58.52784134315575,67.61,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0948,Small,Manufacturing,Galle,24047852,72,Manager,No,36.81293749768406,46.81,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0949,Medium,Agriculture,Negombo,133923888,82,Employee,Yes,86.11209496601451,71.52,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0950,Medium,Tourism,Anuradhapura,89597931,87,Manager,No,49.93027254471961,59.43,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0951,Large,Finance,Negombo,383556704,73,Manager,No,80.03534483499344,75.11,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0952,Small,Manufacturing,Negombo,21397436,48,Employee,No,42.69897021117124,38.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0953,Small,Agriculture,Anuradhapura,7292030,50,C-Level,No,49.122623901864856,51.35,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0954,Medium,Manufacturing,Matara,145021518,84,C-Level,No,86.01820828509429,78.52,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0955,Medium,IT/Software,Kandy,90300242,97,Manager,No,70.88043303329829,69.17,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0956,Medium,Agriculture,Jaffna,33830941,100,Manager,Yes,86.76713137354676,80.63,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0957,Small,Education,Kandy,11642724,55,C-Level,No,66.57367345908827,58.94,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0958,Medium,Retail,Colombo,137066230,100,C-Level,Yes,91.68361573187973,84.97,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0959,Medium,Retail,Galle,52700042,100,C-Level,Yes,93.63435945998732,88.05,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0960,Small,IT/Software,Kurunegala,11745660,52,Employee,No,28.694542631069048,32.87,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0961,Small,Tourism,Negombo,7099073,100,C-Level,Yes,93.95332516559688,84.92,HIGH,Converted,1,URGENT: Follow up on demo request immediately
